link,title,snippet,date,source,sentiment,sentiment_score
https://thesmartinvestor.com.sg/4-singapore-reits-that-can-supply-you-with-dividends-for-life/,4 Singapore REITs That Can Supply You with Dividends for Life,We shine the spotlight on four attractive Singapore REITs that can supply you with a lifetime of passive income.,2025-01-20,The Smart Investor,neutral,0.919197678565979
https://www.businesstimes.com.sg/companies-markets/maybank-initiates-parkway-life-reit-coverage-buy-call-s4-10-price-target-strong-growth-prospects,"Maybank initiates Parkway Life Reit coverage with ‘buy’ call, S$4.10 price target, on strong growth prospects","Maybank initiates Parkway Life Reit coverage with 'buy' call, S$4.10 price target, on strong growth prospects · OCBC says healthcare S-Reits...",2025-01-09,The Business Times,positive,0.9172616004943848
https://drwealth.com/parkway-life-reit-buys-nursing-homes-in-france-good-or-bad/,"Parkway Life REIT Buys Nursing Homes in France, Good or Bad?","While it's true that staying just at its comfort zone means lesser risks and concerns, PLife REIT could easily underperform against other stocks...",2024-10-24,Dr Wealth,neutral,0.8845150470733643
https://www.theedgesingapore.com/capital/results/parkway-life-reit-2hfy2024-dpu-dips-13-y-o-y-738-cents,Parkway Life REIT 2HFY2024 DPU dips 1.3% y-o-y to 7.38 cents,Parkway Life REIT 2HFY2024 DPU dips 1.3% y-o-y to 7.38 cents ... Follow us on Facebook and join our Telegram channel for the latest updates.,2025-02-19,The Edge Singapore,negative,0.9651188254356384
https://sbr.com.sg/markets-investing/news/parkway-life-reit-raises-180m-in-oversubscribed-private-placement,Parkway Life REIT raises $180m in oversubscribed private placement,The REIT will issue 47.4m new units at $3.80 apiece. It expects to raise gross proceeds of $180.0m from the private placement.,2024-10-23,Singapore Business Review,positive,0.7255045175552368
https://www.mingtiandi.com/real-estate/outbound-investment/parkway-life-reit-buying-11-french-nursing-homes-for-120m/,Singapore’s Parkway Life REIT Buying 11 French Nursing Homes for $120M,Healthcare-focused PLife REIT is buying the properties from operator DomusVi Group and will lease them back to the French company for 12 years...,2024-10-23,Mingtiandi,neutral,0.8212191462516785
https://www.businesstimes.com.sg/companies-markets/reits-property/parkway-life-reit-posts-2-8-higher-q3-dpu-s0-1130,Parkway Life Reit posts 2.8% higher Q3 DPU of S$0.113,"Parkway Life Reit H1 2024 DPU rises 3.5% despite fall in net property income. Units of Parkway Life Reit closed flat at S$4.02 on Wednesday,...",2024-10-16,The Business Times,positive,0.9415289759635925
https://thesmartinvestor.com.sg/top-stock-market-highlights-of-the-week-parkway-life-reit-mcdonalds-and-tesla/,"Top Stock Market Highlights of the Week: Parkway Life REIT, McDonald’s and Tesla",We look at a major acquisition by a leading healthcare REIT and an electric vehicle manufacturer's last earnings report.,2024-10-26,The Smart Investor,neutral,0.8733843564987183
https://www.theedgesingapore.com/capital/brokers-calls/s-reits-dpu-bounce-back-2025-2026-parkway-life-reit-dark-horse-dbs,"S-REITs’ DPU to bounce back in 2025, 2026; Parkway Life REIT a ‘dark horse’: DBS","S-REITs will post a turnaround in distribution per unit (DPU) growth over FY2025-FY2026, at 3.4%, according to DBS Group Research.",2025-01-03,The Edge Singapore,neutral,0.6528218388557434
https://sbr.com.sg/commercial-property/news/parkway-life-reit-inches-dpu-1-in-fy-2024,Parkway Life REIT inches up DPU by 1% in FY 2024,Parkway Life Real Estate Investment Trust (PLife REIT) reported a 1% year-on-year increase in distribution per unit (DPU) to 14.92 cents for...,2025-02-19,Singapore Business Review,positive,0.9508729577064514
https://thesmartinvestor.com.sg/3-reliable-singapore-reits-yielding-4-2-and-higher-that-could-potentially-raise-their-dpus/,3 Reliable Singapore REITs Yielding 4.2% and Higher That Could Potentially Raise Their DPUs,These three REITs not only provide a decent distribution yield but are also well-positioned to raise their distributions over time.,2024-11-19,The Smart Investor,positive,0.9246712327003479
https://www.businesstimes.com.sg/companies-markets/ocbc-says-healthcare-s-reits-offer-defence-amid-slower-rate-cuts-names-top-picks,"OCBC says healthcare S-Reits offer defence amid slower rate cuts, names top picks",Analysts name Parkway Life Reit as their favourite choice for its growth potential; First Reit also gets a “buy” rating.,2025-01-06,The Business Times,positive,0.8323080539703369
https://www.theedgesingapore.com/capital/brokers-calls/ocbc-dbs-maintain-bullish-stance-parkway-life-reit,"OCBC, DBS maintain bullish stance on Parkway Life REIT","For the six months ended Dec 31 2024, PLife REIT's revenue and net property income dipped by 0.3% and 1.1% y-o-y, as revenue booked in yen...",2025-02-19,The Edge Singapore,positive,0.857708752155304
https://www.businesstimes.com.sg/companies-markets/reits-property/parkway-life-reit-h2-dpu-falls-1-3-s0-0738-enlarged-unit-base,Parkway Life Reit H2 DPU falls 1.3% to S$0.0738 on enlarged unit base,Parkway Life Reit H2 DPU falls 1.3% to S$0.0738 on enlarged unit base · Industry observers believe Singapore still has what it takes to remain...,2025-02-19,The Business Times,negative,0.9677689671516418
https://thesmartinvestor.com.sg/4-telltale-signs-that-a-reit-could-pay-you-for-life/,4 Telltale Signs That a REIT Could Pay You for Life,Dividends are a big reason why Singaporean investors invest in the stock market. Real estate investment trusts (REITs) are particularly...,2024-08-30,The Smart Investor,neutral,0.7814766764640808
https://www.theedgesingapore.com/capital/results/parkway-life-reit-3qfy2024-gross-revenue-falls-22-y-o-y-dpu-28,"Parkway Life REIT 3QFY2024 gross revenue falls 2.2% y-o-y, DPU up 2.8%","Singapore Parkway Life REIT has reported gross revenue of $108.5 million for 3QFY2024 ended Sept 30, 2.2% lower yoy.",2024-10-16,The Edge Singapore,negative,0.9569641351699829
https://www.businesstimes.com.sg/companies-markets/s-reits-announce-their-schedule-upcoming-earnings-season,S-Reits announce their schedule for upcoming earnings season,AROUND three-quarters of real estate investment trusts (Reits) and property trusts in Singapore have confirmed the release dates for their...,2024-10-20,The Business Times,neutral,0.870398223400116
https://thesmartinvestor.com.sg/better-buy-first-reit-vs-parkway-life-reit/,Better Buy: First REIT Vs Parkway Life REIT,"Reviewing the two healthcare REITs, PLife REIT is the winner as it has a longer track record of uninterrupted core DPU growth stretching all the way back to...",2024-06-07,The Smart Investor,neutral,0.8137760758399963
https://www.businesstimes.com.sg/companies-markets/parkway-life-reit-acquires-11-nursing-homes-france-111-2-million-euros,Parkway Life Reit acquires 11 nursing homes in France for 111.2 million euros,Parkway Life Reit is acquiring 11 nursing homes in France for a total consideration of about 111.2 million euros (S$159.9 million).,2024-10-22,The Business Times,neutral,0.8947961926460266
